,judges_last_name,judges_first_name,law school,grad year,elect,military,ADA,APD,Prof,female,CC,SC-AJ,SC,SC-AJ & SC,start year,nycourts,ballotpedia,1976,1980,1981,1984,1985,1986,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,retired,arrested,lost-reelection,died,left,appointed-to-other-depart,contested
99,                case ,,westernnewengland,1987,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,              castro ,,nyu,1975,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,             cataldo ,,st.johns,1966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1989,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,              catena ,,californiawestern,1985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1999,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,              cawley ,,st.johns,1984,,,,,,0.0,1.0,1.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,             cerbone ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,             ceresia ,,albany,1998,,,,,,0.0,1.0,0.0,0.0,0.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,               cerio ,,buffalo,1982,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,            chambers ,,bostonu,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,         chin-brandt ,,harvard,1975,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,            cholakis ,,albany,1989,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,                chun ,,fordham,1987,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,             cicoria ,,albany,,,,,,,0.0,1.0,0.0,0.0,0.0,1974,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
112,          cirigliano ,,brooklyn,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1994,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,              clancy ,,cornell,1980,,,,,,1.0,0.0,1.0,0.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,               clark ,,syracuse,1989,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,               clary ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,               clott ,,nyu,1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,               clute ,,unknown,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2002,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,             coccoma ,,albany,1978,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1994,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,             cockett ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,               cohen ,,gonzaga,1976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,                coin ,,nyu,1972,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,           colangelo ,,nyu,1977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,             collini ,,st.johns,1983,,,,,,0.0,0.0,0.0,0.0,1.0,2001,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,             collins ,,fordham,1981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,               condo ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,              condon ,,hofstra,1985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,             connell ,,albany,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1984,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,            connolly ,,fordham,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,            conviser ,,michigan,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,           cooperman ,,nyu,1960,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1981,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,           cornelius ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,             corning ,,syracuse,1961,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1979,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,            corriero ,,unknown,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,               corso ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,             cortese ,,franklinpierce,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,              cotter ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,             counsel ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,               court ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,           covington ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,            crandall ,,albany,1982,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,               crane ,,cornell,1991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,              crecca ,,st.johns,1989,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,               crimi ,,albany,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,          cunningham ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,            cyrulnik ,,brooklyn,1980,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,              czajka ,,westernnewengland,1981,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1994,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147,             d'amico ,,buffalo,1970,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1986,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,              d'emic ,,brooklyn,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,                dadd ,,cornell,1968,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1983,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,               daley ,,st.johns,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,          davidowitz ,,cornell,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1985,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
152,              dawson ,,brooklyn,1983,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2007,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,          delgiudice ,,nyu,1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,          delligatti ,,st.johns,1970,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,             demakos ,,nyu,1957,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1979,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,             demarco ,,californiawestern,1985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2009,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,            demarest ,,nyu,1978,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1990,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,            demerest ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,             deriggi ,,fordham,1960,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1993,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,              derosa ,,brooklyn,1981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1997,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,             diamond ,,hofstra,1978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,             dibella ,,newengland,1982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,           dickerson ,,cornell,1973,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
164,          didomenico ,,fordham,1988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,             difiore ,,stjohns,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1998,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,             dimango ,,columbia,no JD,,,,,,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,             dinolfo ,,capital,1984,,,,,,0.0,1.0,0.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,           distefano ,,pugetsound,1976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1997,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,            ditullio ,,westernnewengland,1981,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1994,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,               dolan ,,stjohns,1965,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1999,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171,             donalty ,,buffalo,1971,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,            donnelly ,,ohiostate,1984,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,             donnino ,,fordham,1966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1989,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,            donofrio ,,buffalo,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,               doran ,,albany,1989,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1999,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,                dowd ,,william&mary,1974,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1985,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,             dowling ,,buffalo,1979,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1996,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,               doyle ,,syracuse,1988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,               drago ,,westernnewengland,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1998,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
182,               drury ,,buffalo,1967,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1986,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,               duffy ,,nyu,1989,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
184,              dunlop ,,unknown,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,               dwyer ,,st.johns,1979,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1995,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,               efman ,,st.johns,1966,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,                egan ,,albany,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
188,              egitto ,,brooklyn,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,              eidens ,,albany,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,             elliott ,,dayton,1989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,                 eng ,,st.johns,1972,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1988,1.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,                eng. ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,               enten ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,             erlbaum ,,brooklyn,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1996,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,               euken ,,buffalo,1971,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1997,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
196,            fabrizio ,,st.johns,1986,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
