,judges_last_name,judges_first_name,law school,grad year,elect,military,ADA,APD,Prof,female,CC,SC-AJ,SC,SC-AJ & SC,start year,nycourts,ballotpedia,1976,1980,1981,1984,1985,1986,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,retired,arrested,lost-reelection,died,left,appointed-to-other-depart,contested
302,                  j. ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,             jackson ,,fordham,1981,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2013,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,               jacon ,,albany,1973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2006,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
305,              jaeger ,,nyu,1976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2005,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
306,             jenkins ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,               jeong ,,georgewashington,1993,,,,,,0.0,0.0,0.0,0.0,0.0,1995,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,             johnson ,,boalt,1978,,,,,,1.0,0.0,0.0,0.0,0.0,1990,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,               jones ,,widener,1976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1992,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,                 jr. ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,                kahn ,,nyu,1975,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1993,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,           karalunas ,,syracuse,1982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,                kase ,,st.johns,1967,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2005,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314,                katz ,,cardoza,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,            kavanagh ,,villanova,1968,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1998,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
316,              keenan ,,buffalo,1978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
317,               kehoe ,,westernnewengland,1984,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,               kelly ,,brooklyn,1966,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1987,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,              kerins ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,           kiedaisch ,,nyu,1982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1996,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,              kiesel ,,catholic,1985,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,             kindler ,,penn,1968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2008,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,                kirk ,,valparaiso,1973,,,,,,1.0,1.0,0.0,0.0,0.0,2001,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
326,               kloch ,,buffalo,1976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,              knipel ,,seattle,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,               knopf ,,stjohns,1978,,,,,,0.0,0.0,0.0,1.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,              kocher ,,cornell,1973,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,          koenderman ,,bostonu,1983,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,                kohm ,,brooklyn,1967,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1992,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,              kohout ,,albany,1975,,,,,,1.0,0.0,0.0,0.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,                kolm ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,            konviser ,,cardoza,1990,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,              koretz ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,              koweck ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,              koweek ,,albany,1978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,              kowtna ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,           kreindler ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,                kron ,,columbia,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,              labuda ,,casewestern,1974,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1996,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,               lalor ,,georgetown,,,,,,,0.0,1.0,1.0,0.0,0.0,1990,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
343,             lambert ,,newengland,1998,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,              lamont ,,albany,1967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1979,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,               lange ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,              lapera ,,unknown,,,,,,,0.0,1.0,0.0,0.0,0.0,Unknown,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
347,               lasak ,,nyu,1977,,,,,,0.0,0.0,0.0,1.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,             latella ,,yale,1975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,              latham ,,syracuse,1974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,             lawliss ,,suffolk,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,              leaman ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,             leavitt ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,            lebowitz ,,hofstra,,,,,,,0.0,0.0,1.0,0.0,0.0,2004,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,              ledina ,,nyu,1964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1996,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
355,             lehmann ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,                leib ,,michigan,1986,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2004,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,           leibovitz ,,fordham,1960,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
358,               leone ,,franklinpierce,1987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,           leventhal ,,brooklyn,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1994,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,               lewis ,,penn,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,                lieb ,,michigan,1986,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,             lindley ,,buffalo,1989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
363,              livote ,,westernnewengland,1978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,               lobis ,,rutgers,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1991,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,               loehr ,,fordham,1969,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,             lorenzo ,,st.johns,1990,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,                lott ,,washington,1974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2009,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,             lovallo ,,buffalo,1994,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,              lozito ,,syracuse,1985,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
370,           ludington ,,st.thomas,1987,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371,               lynch ,,albany,1979,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,               mahon ,,fordham,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,                main ,,albany,1976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1988,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
374,               maloy ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,          mandelbaum ,,nyu,1990,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2013,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,             mangano ,,brooklyn,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,               mango ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,              marcus ,,yale,1974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1990,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,            margulis ,,hofstra,1975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,                mark ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,               marks ,,cornell,1982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,              marlow ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,               maron ,,st.johns,1964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,             marrero ,,st.johns,1963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
385,              marrus ,,georgewashington,1970,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1986,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,         martusewicz ,,westernnewengland,1978,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1999,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,              marvin ,,st.johns,1981,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,             massaro ,,nyu,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1987,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,             massell ,,delaware,1978,,,,,,0.0,0.0,0.0,0.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,              mastro ,,nyu,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1992,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,             mathews ,,st.johns,1982,,,,,,0.0,0.0,0.0,0.0,0.0,2014,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,            mccarthy ,james,albany,1977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,             mccarty ,,st.johns,1970,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1992,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,           mccormack ,,brooklyn,1985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,          mccullough ,,st.johns,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,           mcdermott ,,albany,1975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,            mcdonald ,,nyu,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,           mcdonough ,,maryland,1992,,,,,,0.0,0.0,1.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,              mcgann ,,nyu,1972,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1994,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,              mcgill ,,st.johns,1971,,,,,,0.0,1.0,0.0,0.0,0.0,1999,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
